,종가,오픈,고가,저가,변동 %,날짜
1601,1757.73,1754.2,1785.87,1747.86,-0.75,2007-06-25
1602,1749.55,1762.48,1768.69,1732.44,-0.47,2007-06-26
1603,1733.1,1749.01,1749.01,1724.82,-0.94,2007-06-27
1604,1751.75,1745.82,1752.24,1737.93,1.08,2007-06-28
1605,1743.6,1755.84,1766.25,1742.88,-0.47,2007-06-29
1606,1771.35,1741.41,1771.39,1736.63,1.59,2007-07-02
1607,1805.5,1791.69,1806.06,1787.45,1.93,2007-07-03
1608,1838.41,1815.77,1838.82,1814.44,1.82,2007-07-04
1609,1847.79,1841.56,1865.52,1836.93,0.51,2007-07-05
1610,1861.01,1855.03,1863.01,1838.75,0.72,2007-07-06
1611,1883.59,1870.35,1890.83,1865.79,1.21,2007-07-09
1612,1894.53,1887.35,1895.98,1881.36,0.58,2007-07-10
1613,1889.96,1880.71,1904.35,1875.43,-0.24,2007-07-11
1614,1909.75,1897.59,1922.25,1897.59,1.05,2007-07-12
1615,1962.93,1946.08,1962.94,1941.55,2.78,2007-07-13
1616,1949.51,1965.66,1972.33,1932.86,-0.68,2007-07-16
1617,1930.7,1953.25,1956.82,1930.51,-0.96,2007-07-18
1618,1937.9,1935.1,1950.86,1922.14,0.37,2007-07-19
1619,1983.54,1949.5,1983.54,1939.69,2.36,2007-07-20
1620,1993.05,1978.05,1993.97,1968.55,0.48,2007-07-23
1621,1992.26,2001.52,2005.02,1975.75,-0.04,2007-07-24
1622,2004.22,1992.16,2011.17,1962.16,0.6,2007-07-25
1623,1963.54,2012.04,2015.48,1963.46,-2.03,2007-07-26
1624,1883.22,1924.01,1924.11,1863.39,-4.09,2007-07-27
1625,1906.71,1874.08,1906.71,1859.12,1.25,2007-07-30
1626,1933.27,1915.45,1933.27,1899.56,1.39,2007-07-31
1627,1856.45,1920.07,1920.07,1836.28,-3.97,2007-08-01
1628,1853.07,1874.98,1890.81,1810.62,-0.18,2007-08-02
1629,1876.8,1875.07,1890.63,1865.75,1.28,2007-08-03
1630,1855.05,1832.54,1855.36,1829.22,-1.16,2007-08-06
1631,1859.82,1888.58,1888.76,1849.68,0.26,2007-08-07
1632,1903.41,1879.61,1905.22,1873.99,2.34,2007-08-08
1633,1908.68,1923.99,1928.64,1899.32,0.28,2007-08-09
1634,1828.49,1853.22,1854.62,1814.3,-4.2,2007-08-10
1635,1849.26,1840.89,1849.31,1820.96,1.14,2007-08-13
1636,1817.89,1841.15,1857.13,1801.07,-1.7,2007-08-14
1637,1691.98,1754.19,1755.32,1681.71,-6.93,2007-08-16
1638,1638.07,1702.66,1705.17,1626.87,-3.19,2007-08-17
1639,1731.27,1700.48,1732.39,1693.42,5.69,2007-08-20
1640,1736.18,1740.85,1764.25,1721.18,0.28,2007-08-21
1641,1759.5,1741.93,1764.61,1737.06,1.34,2007-08-22
1642,1799.72,1801.48,1816.19,1795.07,2.29,2007-08-23
1643,1791.33,1793.17,1802.71,1775.07,-0.47,2007-08-24
1644,1803.03,1825.97,1834.65,1802.58,0.65,2007-08-27
1645,1829.31,1806.58,1829.43,1792.07,1.46,2007-08-28
1646,1826.19,1773.59,1831.23,1773.05,-0.17,2007-08-29
1647,1841.7,1859.45,1866.32,1836.09,0.85,2007-08-30
1648,1873.24,1844.28,1873.35,1844.09,1.71,2007-08-31
1649,1881.81,1876.92,1881.92,1863.21,0.46,2007-09-03
1650,1874.74,1881.17,1899.66,1871.87,-0.38,2007-09-04
1651,1865.59,1883.83,1898.67,1859.52,-0.49,2007-09-05
1652,1888.81,1862.0,1889.06,1844.64,1.24,2007-09-06
1653,1884.9,1886.6,1899.04,1869.56,-0.21,2007-09-07
1654,1835.87,1845.59,1846.82,1811.34,-2.6,2007-09-10
1655,1847.36,1844.68,1851.35,1827.9,0.63,2007-09-11
1656,1813.52,1853.94,1855.31,1813.33,-1.83,2007-09-12
1657,1848.02,1817.87,1848.99,1805.88,1.9,2007-09-13
1658,1870.02,1856.17,1875.95,1849.37,1.19,2007-09-14
1659,1871.68,1873.65,1876.04,1853.45,0.09,2007-09-17
1660,1838.61,1867.61,1870.83,1837.22,-1.77,2007-09-18
1661,1902.65,1892.78,1905.75,1886.95,3.48,2007-09-19
1662,1908.97,1902.23,1915.19,1894.76,0.33,2007-09-20
1663,1919.26,1909.37,1921.23,1902.11,0.54,2007-09-21
1664,1945.28,1944.87,1952.39,1935.02,1.36,2007-09-27
1665,1946.48,1950.99,1951.18,1936.86,0.06,2007-09-28
1666,1962.67,1948.78,1970.11,1946.13,0.83,2007-10-01
1667,2014.09,1991.0,2014.96,1981.64,2.62,2007-10-02
1668,2003.6,1998.56,2013.21,1992.01,-0.52,2007-10-04
1669,1996.03,2007.84,2009.68,1990.82,-0.38,2007-10-05
1670,2012.82,2020.34,2022.01,2002.43,0.84,2007-10-08
1671,2014.13,2014.94,2022.87,1995.05,0.07,2007-10-09
1672,2041.12,2033.69,2044.78,2026.9,1.34,2007-10-10
1673,2058.85,2040.35,2058.87,2033.45,0.87,2007-10-11
1674,2026.44,2047.67,2057.39,2020.8,-1.57,2007-10-12
1675,2035.39,2043.93,2047.02,2012.04,0.44,2007-10-15
1676,2005.76,2014.36,2042.84,2001.3,-1.46,2007-10-16
1677,1983.94,2000.39,2009.67,1933.82,-1.09,2007-10-17
1678,2005.09,1989.6,2012.32,1977.5,1.07,2007-10-18
1679,1970.1,2003.27,2003.27,1970.1,-1.75,2007-10-19
1680,1903.81,1901.15,1910.19,1875.23,-3.36,2007-10-22
1681,1947.98,1936.92,1952.32,1909.61,2.32,2007-10-23
1682,1933.36,1966.55,2003.2,1923.07,-0.75,2007-10-24
1683,1976.75,1967.08,1982.19,1941.05,2.24,2007-10-25
1684,2028.06,1987.2,2028.07,1968.82,2.6,2007-10-26
1685,2062.92,2051.62,2070.86,2044.09,1.72,2007-10-29
1686,2052.37,2058.78,2066.0,2037.75,-0.51,2007-10-30
1687,2064.85,2052.6,2065.53,2043.93,0.61,2007-10-31
1688,2063.14,2085.33,2085.45,2048.68,-0.08,2007-11-01
1689,2019.34,2014.65,2049.62,2014.65,-2.12,2007-11-02
1690,2015.76,2025.04,2027.21,1992.24,-0.18,2007-11-05
1691,2054.24,2023.41,2055.53,2020.24,1.91,2007-11-06
1692,2043.19,2074.18,2085.03,2043.19,-0.54,2007-11-07
1693,1979.56,2009.64,2022.61,1971.95,-3.11,2007-11-08
1694,1990.47,2001.11,2017.37,1968.86,0.55,2007-11-09
1695,1923.42,1957.78,1957.78,1901.87,-3.37,2007-11-12
1696,1932.89,1928.78,1935.93,1887.76,0.49,2007-11-13
1697,1972.58,1982.93,1984.84,1956.9,2.05,2007-11-14
1698,1947.74,1970.13,1985.38,1932.03,-1.26,2007-11-15
1699,1926.2,1916.88,1928.93,1890.25,-1.11,2007-11-16
1700,1893.47,1936.38,1936.5,1892.87,-1.7,2007-11-19
1701,1872.24,1853.41,1875.46,1819.18,-1.12,2007-11-20
1702,1806.99,1865.91,1875.98,1803.77,-3.49,2007-11-21
1703,1799.02,1790.25,1815.33,1771.39,-0.44,2007-11-22
1704,1772.88,1806.02,1820.61,1745.26,-1.45,2007-11-23
1705,1855.33,1803.76,1855.33,1795.0,4.65,2007-11-26
1706,1859.79,1813.09,1865.69,1787.95,0.24,2007-11-27
1707,1834.69,1881.86,1883.99,1833.8,-1.35,2007-11-28
1708,1877.56,1885.32,1891.45,1871.59,2.34,2007-11-29
1709,1906.0,1886.58,1918.12,1884.92,1.51,2007-11-30
1710,1902.43,1907.95,1912.71,1888.08,-0.19,2007-12-03
1711,1917.83,1904.33,1921.83,1901.51,0.81,2007-12-04
1712,1938.2,1911.92,1945.03,1905.65,1.06,2007-12-05
1713,1953.17,1965.89,1972.37,1946.13,0.77,2007-12-06
1714,1934.32,1969.49,1969.56,1934.32,-0.97,2007-12-07
1715,1906.42,1930.36,1935.86,1900.95,-1.44,2007-12-10
1716,1925.07,1922.66,1929.71,1904.21,0.98,2007-12-11
1717,1927.45,1887.5,1928.77,1887.23,0.12,2007-12-12
1718,1915.9,1921.65,1937.5,1897.25,-0.6,2007-12-13
1719,1895.05,1914.47,1921.53,1877.27,-1.09,2007-12-14
1720,1839.82,1873.15,1886.39,1839.58,-2.91,2007-12-17
1721,1861.47,1821.3,1869.71,1808.86,1.18,2007-12-18
1722,1844.37,1878.59,1882.61,1843.73,-0.92,2007-12-20
1723,1878.32,1855.06,1878.32,1832.34,1.84,2007-12-21
1724,1919.47,1899.2,1921.39,1894.79,2.19,2007-12-24
1725,1906.72,1924.91,1926.09,1901.91,-0.66,2007-12-26
1726,1908.62,1901.93,1915.19,1891.29,0.1,2007-12-27
1727,1897.13,1892.56,1911.67,1890.81,-0.6,2007-12-28
1728,1853.45,1891.45,1892.5,1852.78,-2.3,2008-01-02
1729,1852.73,1834.44,1858.08,1821.61,-0.04,2008-01-03
1730,1863.9,1853.54,1869.76,1824.41,0.6,2008-01-04
1731,1831.14,1815.73,1840.99,1814.35,-1.76,2008-01-07
1732,1826.23,1838.64,1840.62,1818.69,-0.27,2008-01-08
1733,1844.47,1802.06,1844.47,1794.15,1.0,2008-01-09
1734,1824.78,1847.94,1855.07,1824.78,-1.07,2008-01-10
1735,1782.27,1844.57,1847.11,1776.26,-2.33,2008-01-11
1736,1765.88,1781.0,1790.69,1754.13,-0.92,2008-01-14
1737,1746.95,1781.53,1781.53,1723.14,-1.07,2008-01-15
1738,1704.97,1715.97,1735.51,1701.32,-2.4,2008-01-16
1739,1723.55,1726.03,1732.64,1687.1,1.09,2008-01-17
1740,1734.72,1689.28,1737.42,1684.39,0.65,2008-01-18
1741,1683.56,1723.95,1724.39,1673.42,-2.95,2008-01-21
1742,1609.02,1628.92,1636.06,1578.37,-4.43,2008-01-22
1743,1628.42,1652.62,1659.28,1604.54,1.21,2008-01-23
1744,1663.0,1663.36,1675.69,1649.0,2.12,2008-01-24
1745,1692.41,1682.93,1692.66,1674.21,1.77,2008-01-25
1746,1627.19,1668.07,1674.47,1620.9,-3.85,2008-01-28
1747,1637.91,1657.9,1662.9,1622.52,0.66,2008-01-29
1748,1589.06,1653.0,1653.2,1578.29,-2.98,2008-01-30
1749,1624.68,1582.19,1630.12,1570.87,2.24,2008-01-31
1750,1634.53,1645.05,1648.97,1619.65,0.61,2008-02-01
1751,1690.13,1655.78,1696.56,1655.78,3.4,2008-02-04
1752,1696.57,1686.2,1697.99,1680.39,0.38,2008-02-05
1753,1640.67,1648.51,1651.72,1633.46,-3.29,2008-02-11
1754,1643.29,1653.6,1654.62,1641.05,0.16,2008-02-12
1755,1631.78,1663.29,1663.95,1629.57,-0.7,2008-02-13
1756,1697.45,1660.45,1697.45,1660.45,4.02,2008-02-14
1757,1694.77,1672.39,1696.37,1668.41,-0.16,2008-02-15
1758,1696.24,1701.75,1714.2,1681.02,0.09,2008-02-18
1759,1720.52,1717.1,1722.71,1708.93,1.43,2008-02-19
1760,1687.91,1704.66,1718.15,1683.7,-1.9,2008-02-20
1761,1704.36,1708.01,1713.64,1694.58,0.97,2008-02-21
1762,1686.45,1687.63,1687.63,1670.69,-1.05,2008-02-22
1763,1709.13,1701.75,1715.0,1701.64,1.34,2008-02-25
1764,1709.13,1724.55,1726.47,1704.5,0.0,2008-02-26
1765,1720.89,1725.96,1732.8,1715.81,0.69,2008-02-27
1766,1736.17,1726.08,1739.6,1713.25,0.89,2008-02-28
1767,1711.62,1717.69,1721.85,1708.21,-1.41,2008-02-29
1768,1671.73,1676.3,1676.3,1657.79,-2.33,2008-03-03
1769,1676.18,1677.1,1686.59,1665.1,0.27,2008-03-04
1770,1677.1,1680.63,1687.2,1667.87,0.05,2008-03-05
1771,1697.44,1681.39,1705.97,1680.11,1.21,2008-03-06
1772,1663.97,1682.17,1682.17,1650.74,-1.97,2008-03-07
1773,1625.17,1634.42,1650.56,1621.4,-2.33,2008-03-10
1774,1641.48,1605.31,1643.66,1602.35,1.0,2008-03-11
1775,1658.83,1685.44,1687.63,1658.17,1.06,2008-03-12
1776,1615.62,1657.21,1657.21,1609.17,-2.6,2008-03-13
1777,1600.26,1637.78,1638.66,1578.45,-0.95,2008-03-14
1778,1574.44,1588.53,1588.53,1537.53,-1.61,2008-03-17
1779,1588.75,1585.32,1590.28,1566.96,0.91,2008-03-18
1780,1622.23,1626.28,1632.68,1614.96,2.11,2008-03-19
1781,1623.39,1602.29,1624.48,1592.94,0.07,2008-03-20
1782,1645.69,1644.05,1645.78,1634.51,1.37,2008-03-21
1783,1655.3,1653.82,1663.57,1645.89,0.58,2008-03-24
1784,1674.93,1676.74,1680.77,1667.93,1.19,2008-03-25
1785,1679.67,1676.81,1681.91,1670.31,0.28,2008-03-26
1786,1676.24,1671.98,1677.31,1660.45,-0.2,2008-03-27
1787,1701.83,1671.06,1704.28,1670.89,1.53,2008-03-28
1788,1703.99,1705.17,1709.31,1685.19,0.13,2008-03-31
1789,1702.25,1701.64,1717.83,1694.53,-0.1,2008-04-01
1790,1742.19,1738.64,1743.54,1734.42,2.35,2008-04-02
1791,1763.63,1745.72,1765.53,1742.43,1.23,2008-04-03
1792,1766.49,1762.94,1768.06,1756.74,0.16,2008-04-04
1793,1773.56,1769.74,1786.57,1763.38,0.4,2008-04-07
1794,1754.71,1770.98,1770.98,1749.64,-1.06,2008-04-08
1795,1764.64,1745.6,1764.64,1735.78,0.57,2008-04-10
1796,1779.71,1768.13,1779.92,1759.29,0.85,2008-04-11
1797,1746.71,1746.88,1755.28,1739.03,-1.85,2008-04-14
1798,1742.17,1749.29,1754.3,1734.13,-0.26,2008-04-15
1799,1758.56,1757.83,1765.81,1753.79,0.94,2008-04-16
1800,1768.67,1782.51,1783.85,1765.59,0.57,2008-04-17
1801,1771.9,1772.89,1778.81,1762.94,0.18,2008-04-18
1802,1800.48,1793.19,1802.81,1791.4,1.61,2008-04-21
1803,1787.49,1799.72,1803.35,1785.47,-0.72,2008-04-22
1804,1800.79,1784.23,1809.02,1784.23,0.74,2008-04-23
1805,1799.34,1808.88,1812.62,1794.64,-0.08,2008-04-24
1806,1824.68,1809.0,1825.83,1809.0,1.41,2008-04-25
1807,1823.17,1829.45,1831.84,1814.2,-0.08,2008-04-28
1808,1811.51,1829.01,1831.23,1803.08,-0.64,2008-04-29
1809,1825.47,1808.74,1825.58,1803.49,0.77,2008-04-30
1810,1848.27,1851.64,1851.64,1843.14,1.25,2008-05-02
1811,1859.06,1849.81,1859.27,1843.36,0.58,2008-05-06
1812,1854.01,1863.77,1868.09,1839.76,-0.27,2008-05-07
1813,1848.0,1831.17,1854.55,1830.46,-0.32,2008-05-08
1814,1823.7,1854.73,1854.73,1818.27,-1.31,2008-05-09
1815,1842.8,1829.37,1842.8,1813.98,1.05,2008-05-13
1816,1843.75,1841.44,1848.02,1828.07,0.05,2008-05-14
1817,1885.71,1852.74,1886.95,1852.67,2.28,2008-05-15
1818,1888.88,1893.99,1899.57,1882.69,0.17,2008-05-16
1819,1885.37,1893.54,1901.13,1875.05,-0.19,2008-05-19
1820,1873.15,1886.52,1889.85,1857.05,-0.65,2008-05-20
1821,1847.51,1848.97,1861.58,1844.95,-1.37,2008-05-21
1822,1835.42,1826.06,1836.63,1810.68,-0.65,2008-05-22
1823,1827.94,1836.42,1840.78,1826.16,-0.41,2008-05-23
1824,1800.58,1813.63,1820.74,1791.4,-1.5,2008-05-26
1825,1825.23,1806.2,1825.48,1806.2,1.37,2008-05-27
1826,1805.64,1835.38,1835.71,1802.01,-1.07,2008-05-28
1827,1841.22,1819.33,1842.56,1819.33,1.97,2008-05-29
1828,1852.02,1846.98,1852.36,1833.42,0.59,2008-05-30
1829,1847.53,1848.3,1853.5,1831.66,-0.24,2008-06-02
1830,1819.39,1832.31,1836.71,1814.5,-1.52,2008-06-03
1831,1833.81,1821.3,1836.13,1813.12,0.79,2008-06-04
1832,1832.31,1830.14,1832.82,1816.35,-0.08,2008-06-05
1833,1808.96,1787.9,1810.21,1785.16,-1.27,2008-06-09
1834,1774.38,1813.36,1814.06,1765.35,-1.91,2008-06-10
1835,1781.67,1781.14,1786.98,1760.66,0.41,2008-06-11
1836,1739.36,1755.9,1761.29,1739.36,-2.37,2008-06-12
1837,1747.35,1753.67,1760.72,1730.25,0.46,2008-06-13
1838,1760.82,1763.86,1768.63,1755.55,0.77,2008-06-16
1839,1750.71,1766.34,1767.5,1738.71,-0.57,2008-06-17
1840,1774.13,1745.5,1775.11,1742.68,1.34,2008-06-18
1841,1740.72,1756.36,1757.26,1731.51,-1.88,2008-06-19
1842,1731.0,1752.95,1755.6,1723.41,-0.56,2008-06-20
1843,1715.59,1705.61,1720.74,1694.79,-0.89,2008-06-23
1844,1710.84,1706.92,1717.23,1699.81,-0.28,2008-06-24
1845,1717.79,1710.45,1717.81,1695.01,0.41,2008-06-25
1846,1717.66,1717.57,1734.86,1714.38,-0.01,2008-06-26
1847,1684.45,1673.27,1685.88,1669.69,-1.93,2008-06-27
1848,1674.92,1682.86,1689.61,1671.11,-0.57,2008-06-30
1849,1666.46,1675.7,1681.45,1652.03,-0.51,2008-07-01
1850,1623.6,1665.52,1667.97,1607.88,-2.57,2008-07-02
1851,1606.54,1591.21,1616.65,1580.83,-1.05,2008-07-03
1852,1577.94,1604.47,1610.65,1574.6,-1.78,2008-07-04
1853,1579.72,1568.25,1583.49,1560.0,0.11,2008-07-07
1854,1533.47,1577.04,1577.04,1509.2,-2.93,2008-07-08
1855,1519.38,1557.07,1563.07,1519.05,-0.92,2008-07-09
1856,1537.43,1498.78,1542.34,1495.44,1.19,2008-07-10
1857,1567.51,1543.01,1573.06,1526.67,1.96,2008-07-11
1858,1558.62,1562.88,1581.7,1554.01,-0.57,2008-07-14
1859,1509.33,1550.95,1550.95,1506.41,-3.16,2008-07-15
1860,1507.4,1518.57,1529.87,1488.75,-0.13,2008-07-16
1861,1525.56,1541.38,1546.84,1524.85,1.2,2008-07-17
1862,1509.99,1542.73,1542.91,1504.0,-1.02,2008-07-18
1863,1562.92,1530.68,1569.45,1530.05,3.51,2008-07-21
1864,1561.23,1551.09,1563.75,1549.0,-0.11,2008-07-22
1865,1591.76,1586.27,1598.89,1577.94,1.96,2008-07-23
1866,1626.14,1603.52,1627.87,1603.24,2.16,2008-07-24
1867,1597.93,1595.28,1610.45,1589.48,-1.73,2008-07-25
1868,1598.29,1609.57,1611.15,1588.56,0.02,2008-07-28
1869,1567.2,1572.16,1573.62,1542.89,-1.95,2008-07-29
1870,1577.7,1594.04,1595.84,1572.17,0.67,2008-07-30
1871,1594.67,1583.99,1600.15,1577.81,1.08,2008-07-31
1872,1573.77,1578.55,1587.49,1562.29,-1.31,2008-08-01
1873,1543.05,1567.01,1571.23,1531.52,-1.95,2008-08-04
1874,1535.54,1540.32,1556.96,1533.43,-0.49,2008-08-05
1875,1578.71,1567.3,1580.25,1560.88,2.81,2008-08-06
1876,1564.0,1577.36,1582.51,1553.21,-0.93,2008-08-07
1877,1568.72,1547.7,1573.18,1544.1,0.3,2008-08-08
1878,1581.09,1592.3,1597.31,1581.09,0.79,2008-08-11
1879,1577.12,1581.1,1590.12,1570.88,-0.25,2008-08-12
1880,1562.72,1572.87,1581.46,1553.94,-0.91,2008-08-13
1881,1572.19,1553.65,1578.3,1553.65,0.61,2008-08-14
1882,1567.71,1579.13,1582.76,1561.57,-0.28,2008-08-18
1883,1541.41,1554.21,1554.92,1528.31,-1.68,2008-08-19
1884,1540.71,1531.87,1549.53,1524.87,-0.05,2008-08-20
1885,1512.59,1539.55,1540.45,1511.69,-1.83,2008-08-21
1886,1496.91,1508.67,1508.67,1477.55,-1.04,2008-08-22
1887,1502.11,1505.13,1510.98,1496.63,0.35,2008-08-25
1888,1490.25,1477.04,1502.33,1474.64,-0.79,2008-08-26
1889,1493.92,1498.09,1498.38,1466.46,0.25,2008-08-27
1890,1474.15,1503.26,1503.74,1473.0,-1.32,2008-08-28
1891,1474.24,1488.25,1496.14,1470.87,0.01,2008-08-29
1892,1414.43,1453.14,1456.69,1413.43,-4.06,2008-09-01
1893,1407.14,1418.26,1430.43,1392.55,-0.52,2008-09-02
1894,1426.89,1403.89,1430.94,1396.13,1.4,2008-09-03
1895,1426.43,1421.16,1436.62,1409.33,-0.03,2008-09-04
1896,1404.38,1394.39,1415.24,1393.33,-1.55,2008-09-05
1897,1476.65,1437.59,1481.41,1437.59,5.15,2008-09-08
1898,1454.5,1469.54,1469.54,1446.53,-1.5,2008-09-09
1899,1464.98,1432.9,1466.26,1430.05,0.72,2008-09-10
1900,1443.24,1459.69,1467.9,1439.38,-1.48,2008-09-11
1901,1477.92,1468.41,1480.77,1463.58,2.4,2008-09-12
1902,1387.75,1381.24,1401.79,1372.55,-6.1,2008-09-16
1903,1425.26,1420.49,1441.24,1412.6,2.7,2008-09-17
1904,1392.42,1385.47,1400.35,1366.88,-2.3,2008-09-18
1905,1455.78,1441.31,1464.59,1435.72,4.55,2008-09-19
1906,1460.34,1472.08,1488.94,1457.1,0.31,2008-09-22
1907,1481.37,1447.9,1484.01,1445.5,1.44,2008-09-23
1908,1495.98,1479.04,1501.09,1472.31,0.99,2008-09-24
1909,1501.63,1487.73,1503.83,1469.23,0.38,2008-09-25
1910,1476.33,1492.42,1498.74,1469.83,-1.68,2008-09-26
1911,1456.36,1491.11,1496.3,1449.33,-1.35,2008-09-29
1912,1448.06,1383.97,1448.06,1376.72,-0.57,2008-09-30
1913,1439.67,1453.4,1453.4,1429.57,-0.58,2008-10-01
1914,1419.65,1450.16,1458.68,1410.35,-1.39,2008-10-02
1915,1358.75,1389.68,1389.68,1351.72,-4.29,2008-10-06
1916,1366.1,1340.92,1371.24,1321.81,0.54,2008-10-07
1917,1286.69,1323.96,1334.34,1281.47,-5.81,2008-10-08
1918,1294.89,1289.67,1324.36,1274.46,0.64,2008-10-09
1919,1241.47,1248.53,1248.53,1178.51,-4.13,2008-10-10
1920,1288.53,1272.95,1294.19,1252.44,3.79,2008-10-13
1921,1367.69,1342.31,1367.7,1339.86,6.14,2008-10-14
1922,1340.28,1338.46,1353.44,1327.42,-2.0,2008-10-15
1923,1213.78,1258.38,1265.85,1205.14,-9.44,2008-10-16
1924,1180.67,1245.15,1245.15,1166.88,-2.73,2008-10-17
1925,1207.63,1195.9,1211.09,1149.39,2.28,2008-10-20
1926,1196.1,1223.75,1232.73,1181.88,-0.95,2008-10-21
1927,1134.59,1190.5,1195.28,1095.56,-5.14,2008-10-22
1928,1049.71,1089.57,1089.57,1028.5,-7.48,2008-10-23
1929,938.75,1051.58,1051.92,925.57,-10.57,2008-10-24
1930,946.45,937.18,966.41,892.16,0.82,2008-10-27
1931,999.16,916.85,1012.73,901.49,5.57,2008-10-28
1932,968.97,1047.48,1078.33,920.35,-3.02,2008-10-29
1933,1084.72,1036.83,1094.89,992.89,11.95,2008-10-30
1934,1113.06,1083.14,1158.66,1061.46,2.61,2008-10-31
1935,1129.08,1117.13,1158.87,1109.32,1.44,2008-11-03
1936,1153.35,1135.53,1154.45,1114.41,2.15,2008-11-04
1937,1181.5,1184.92,1217.82,1159.67,2.44,2008-11-05
1938,1092.22,1133.78,1140.85,1081.79,-7.56,2008-11-06
1939,1134.49,1054.35,1134.5,1038.72,3.87,2008-11-07
1940,1152.46,1152.26,1165.57,1124.13,1.58,2008-11-10
1941,1128.73,1133.34,1160.3,1114.5,-2.06,2008-11-11
1942,1123.86,1103.88,1143.18,1096.63,-0.43,2008-11-12
1943,1088.44,1074.75,1088.46,1040.34,-3.15,2008-11-13
1944,1088.26,1126.94,1129.4,1078.44,-0.02,2008-11-14
1945,1078.32,1074.33,1104.66,1050.4,-0.91,2008-11-17
1946,1036.16,1053.29,1075.68,1036.1,-3.91,2008-11-18
1947,1016.82,1038.74,1038.74,994.57,-1.87,2008-11-19
1948,948.69,967.46,984.51,947.44,-6.7,2008-11-20
1949,1003.73,929.74,1013.12,914.02,5.8,2008-11-21
1950,970.14,996.23,1014.49,969.49,-3.35,2008-11-24
1951,983.32,1016.09,1029.46,966.28,1.36,2008-11-25
1952,1029.78,993.07,1030.7,993.07,4.72,2008-11-26
1953,1063.48,1058.63,1070.67,1046.46,3.27,2008-11-27
1954,1076.07,1066.84,1084.03,1061.52,1.18,2008-11-28
1955,1058.62,1074.0,1083.01,1058.62,-1.62,2008-12-01
1956,1023.2,1007.71,1038.41,1007.26,-3.35,2008-12-02
1957,1022.67,1038.41,1038.41,1013.56,-0.05,2008-12-03
1958,1006.54,1042.16,1042.16,997.0,-1.58,2008-12-04
1959,1028.13,1017.48,1032.68,1008.3,2.14,2008-12-05
1960,1105.05,1041.41,1111.27,1037.64,7.48,2008-12-08
1961,1105.84,1116.09,1120.66,1092.49,0.07,2008-12-09
1962,1145.87,1112.44,1155.08,1105.71,3.62,2008-12-10
1963,1154.43,1145.06,1166.27,1135.5,0.75,2008-12-11
1964,1103.82,1128.66,1152.99,1089.94,-4.38,2008-12-12
1965,1158.19,1152.25,1164.72,1138.42,4.93,2008-12-15
1966,1161.56,1148.68,1165.29,1137.05,0.29,2008-12-16
1967,1169.75,1190.09,1196.37,1146.04,0.71,2008-12-17
1968,1175.91,1183.38,1189.83,1164.6,0.53,2008-12-18
1969,1180.97,1174.24,1194.52,1171.38,0.43,2008-12-19
1970,1179.61,1189.85,1201.14,1167.63,-0.12,2008-12-22
1971,1144.31,1168.15,1175.32,1140.13,-2.99,2008-12-23
1972,1128.51,1140.08,1143.68,1113.17,-1.38,2008-12-24
1973,1117.86,1128.54,1134.57,1108.86,-0.94,2008-12-26
1974,1117.59,1109.4,1118.35,1084.26,-0.02,2008-12-29
1975,1124.47,1124.6,1144.24,1121.32,0.62,2008-12-30
1976,1157.4,1132.87,1157.4,1118.84,2.93,2009-01-02
1977,1173.57,1180.98,1185.22,1166.66,1.4,2009-01-05
1978,1194.28,1183.52,1203.59,1179.94,1.76,2009-01-06
1979,1228.17,1198.85,1228.56,1195.2,2.84,2009-01-07
1980,1205.7,1212.7,1218.43,1195.15,-1.83,2009-01-08
1981,1180.96,1214.5,1220.59,1179.06,-2.05,2009-01-09
1982,1156.75,1170.69,1177.19,1150.41,-2.05,2009-01-12
1983,1167.71,1147.99,1168.04,1133.94,0.95,2009-01-13
1984,1182.68,1161.01,1184.52,1151.8,1.28,2009-01-14
1985,1111.34,1138.47,1145.41,1108.15,-6.03,2009-01-15
1986,1135.2,1120.69,1135.79,1109.69,2.15,2009-01-16
1987,1150.65,1146.09,1159.88,1141.31,1.36,2009-01-19
1988,1126.81,1136.16,1136.48,1115.07,-2.07,2009-01-20
1989,1103.61,1087.43,1118.4,1085.72,-2.06,2009-01-21
1990,1116.23,1125.22,1127.35,1106.74,1.14,2009-01-22
1991,1093.4,1105.43,1105.43,1087.66,-2.05,2009-01-23
1992,1157.98,1123.23,1160.19,1122.33,5.91,2009-01-28
1993,1166.56,1165.82,1179.15,1160.75,0.74,2009-01-29
1994,1162.11,1147.57,1163.76,1144.52,-0.38,2009-01-30
1995,1146.95,1145.87,1170.7,1136.37,-1.3,2009-02-02
1996,1163.2,1152.94,1174.28,1137.83,1.42,2009-02-03
1997,1195.37,1183.22,1195.52,1176.1,2.77,2009-02-04
1998,1177.88,1187.05,1206.73,1177.88,-1.46,2009-02-05
1999,1210.26,1199.17,1210.26,1190.67,2.75,2009-02-06
2000,1202.69,1224.44,1227.73,1199.93,-0.63,2009-02-09
2001,1198.87,1215.05,1219.76,1186.33,-0.32,2009-02-10
2002,1190.18,1168.42,1193.55,1162.57,-0.72,2009-02-11
2003,1179.84,1183.68,1187.35,1162.58,-0.87,2009-02-12
2004,1192.44,1179.63,1192.48,1165.25,1.07,2009-02-13
2005,1175.47,1183.52,1199.5,1174.73,-1.42,2009-02-16
